"songID","title","artist","album"
"TRAAZBX128F1492AF8","Joy To The World","Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge","A Classic Christmas"
"TRAAZGC12903CB5DFB","Hoochie Coochie Man","The Jeff Healey Band","Road House"
"TRAAZHO128F427C9EC","Ftei O Erotas","Angela Dimitriou","Thisia Live"
"TRAAZIE128F427961E","The Second Summer Of Love","Danny Wilson","Bebop Moptop"
"TRAAZJU12903C980B6","Prelude And Fugue In C Major BWV 531 : Fugue","Lionel Rogg","Bach: Organ Works Vol.2"
"TRAAZKV12903CDDFE0","Don't Phunk With My Heart","Java","Dance Tribute to Lady Gaga Vs Black Eyed Peas"
"TRAAZLK128F93586D6","Give It What U Got","SWAMI featuring Asuivre","EQUALIZE"
"TRAAZOZ12903C9CABF","Dancing To A Standstill","The Black Velvet Band","King Of Myself"
"TRAAZPJ128F4292DB5","Isla del Luna","Lisa Lynne","Seasons Of The Soul"
"TRAAZQF128F4285BC3","Spirit","Pe'z","Realive Tour 2002 -Odoranya Son Son- in Tokyo"
"TRAAZQW128F93430DC","Another Long One","Shawn Colvin","Steady On"
"TRAAZYI12903CB2EE4","Leng Jing","Stephy Tang","Music Cafe"
"TRABACN128F425B784","OAKtown","Casual","The Building"
"TRABAFJ128F42AF24E","Larger Than Life","Backstreet Boys","Just Want You To Know"
"TRABAFP128F931E9A1","I Hold Your Hand In Mine [Live At Royal Albert Hall]","Tiny Tim","Live! At The Royal Albert Hall"
"TRABAIO128F42938F9","Baby Come To Me","Kenny G featuring Daryl Hall","At Last... The Duets Album"
"TRABATO128F42627E9","Den Pai Alo","Christos Dantis","Daktilika Apotipomata"
"TRABAVQ12903CBF7E0","It Wont Be Christmas","David Martin","A Christian Christmas Celebration (Gift of Love)"
"TRABAWW128F4250A31","Knocked Out Of The Park","John Davis","Leave Home"
"TRABAXL128F424FC50","Salt In NYC","Trafik","Salt In NYC"
"TRABAXR128F426515F","Wessex Loses a Bride","Nick Ingman;Gavyn Wright","Shakespeare in Love - Music from the Miramax Motion Picture"
"TRABAXV128F92F6AE3","Erica (2005 Digital Remaster)","Eddie Calvert","Oh Mein Papa"
"TRABAZH128F930419A","Blessed Assurance","Glad","Simply Glad"
"TRABBAM128F429D223","Loaded Like A Gun","Steel Rain","Trial and Error"
"TRABBBV128F42967D7","Rumba De Barcelona","Los Manolos","Rumbas Sin Fronte Ras"
"TRABBJE12903CDB442","Clementina Santafè","Gloriana","Il meglio di Gloriana"
"TRABBKX128F4285205","Wild Rose (Back 2 Basics Mix)","Bombay Rockers","Wild Rose"
"TRABBLU128F93349CF","Kutt Free (DJ Volume Remix)","Jinx","Kutt Free"
"TRABBNP128F932546F","Ten Tonne","Chase & Status","Ten Tonne EP"
"TRABBOP128F931B50D","A Higher Place (Album Version)","Tom Petty","Wildflowers"
"TRABBOR128F4286200","Sono andati? Fingevo di dormire","Montserrat Caballé;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti","Puccini: Highlights From La Boheme"
"TRABBTA128F933D304","Got My Mojo Workin","Pucho & His Latin Soul Brothers","Mucho Pucho"
"TRABBVJ128F92F7EAA","Get Your Head Stuck On Your Neck","Soul Mekanik","Get Your Head Stuck On Your Neck"
"TRABBXU128F92FEF48","Jenny Take a Ride","Mitch Ryder","American Legend"
"TRABBZN12903CD9297","Sonnerie lalaleulé hi houuu","Blingtones","Sonneries tyroliennes"
"TRABCAJ12903CDFCC2","Midnight Star","Luna Orbit Project","Northern Blue"
"TRABCEC128F426456E","Native Soul","Danilo Perez",". . . Till Then"
"TRABCEI128F424C983","Der Kleine Dompfaff","Line Renaud","Platinum Line Renaud"
"TRABCFL128F149BB0D","A Whiter Shade Of Pale (Live @ Fillmore West)","King Curtis","Live At Fillmore West [w/bonus tracks]"
"TRABCIX128F4265903","The Ballad Of Sleeping Beauty","Sophie B. Hawkins","Whaler"
"TRABCKL128F423A778","Streets On Fire (Explicit Album Version)","Lupe Fiasco","Lupe Fiasco's The Cool"
"TRABCPZ128F4275C32","Music is what we love","Wilks","Tears"
"TRABCRU128F423F449","City Slickers","Marc Shaiman","The Bucket List"
"TRABCTK128F934B224","Intro","40 Grit","Nothing To Remember"
"TRABCUQ128E0783E2B","Harajuku Girls","Gwen Stefani","Love Angel Music Baby"
"TRABCXB128F4286BD3","Prognosis","Steve Morse","Major Impacts"
"TRABCYE128F934CE1D","Living Hell","Bitter End","Harsh Realities"
"TRABDDA12903CC007C","Small World","Ethel Merman","Gypsy (Original Broadway Cast)"
"TRABDDP128F92FA843","Truck Driving Man/Down In The Caribbean","Leon Russell & New Grass Revival","New Grass Revival With Leon Russell Live"
"TRABDSK128F42443F1","Swallow The Knife (Live) (Segue)","Story Of The Year","Live In The Lou"
"TRABDTV128E0791839","Mayday","Natural Elements","Lyricist Lounge Vol. 1"
"TRABDVD128F4292CDF","Lake Of Dreams","Lisa Lynne","Daughters Of the Celtic Moon: A Windham Hill Collection featuring Lisa Lynne"
"TRABDZC128F42AC23F","Because Of You","Neil Sedaka","Love Songs"
"TRABEAZ128F92E7FA9","Un Peu D'Amour Et D'Amitié","Maurice Larcange","Joue Legrand & Becaud"
"TRABEBP12903C9BA03","Rattlesnake!","A Static Lullaby","Rattlesnake!"
"TRABECY128F93317AA","Disappeared","John Wesley_ John Wesley","Chasing Monsters"
"TRABEFN128F92D925B","Doppelgänger [Qliphothic Phantasmagoria]","Coph Nia","That Which Remains"
"TRABEGU12903CACFD1","Ain't No Love Ain't No Use (Love To Infinity Full Funk Mix)","Tabu feat. Mitzib","Ain't No Love (Ain't No Use)"
"TRABEKF128F42765FF","Ghost Town Rituals (Album Version)","Nights Like These","The Faithless"
"TRABEMC128F148EF2D","Morning Glory","Oasis","Stop The Clocks"
"TRABERG128F92FCD72","Rudolph The Red-Nosed Reindeer","John Davis & Emma Doyle","Santa Claus Is Coming To Town"
"TRABERS128F4247FE1","Tomorrow Gone","Stew","Something Deeper Than These Changes"
"TRABEXK12903CCE19B","I don't Want to Be Alone Tonight","Jauida","Ocean"
"TRABFGJ12903CF6A75","Just A Little Lovin' (Will Go A Long Way)","Eddy Arnold","Number Ones"
"TRABFKN12903CAF61B","Shameless","All Time Low","So Wrong_ It's Right"
"TRABFMW12903CD352F","And I Love You So","Brian Dullaghan","Songs For A Wedding - 18 Songs For That Special Day"
"TRABFPX128F9331F21","L' Envers Du Décor","Richard Galliano","French Touch"
"TRABFQC128F4265349","Quiet Time","Regina Belle","Passion"
"TRABFTP12903CE6A47","Little Sister","Debbie Davies","Round Every Corner"
"TRABFVS128F4289CE5","Song For Mom (LP Version)","STEVE CAMP","The Definitive Collection"
"TRABFXR128F9350B92","All Over Me","Jay Tee & Baby Bash","The Camp Is Back"
"TRABFYT128F9339BA6","I Hate You","The Stolen Minks","High Kicks"
"TRABFZX128F4241355","From The Blind (LP Version)","Daath","The Hinderers"
"TRABGDA128F92F69BB","Misanthrope","Extasick","Extasick and This Dirty Musick"
"TRABGHG128F934B27E","Chains Chains (Live In Hammersmith)","UFO","The Official Bootleg Box Set"
"TRABGIA128F4226F8A","The Date (Remix By Ana Rago)","Avril - Remix By Ana Rago","The Date - Dated Girls Remixes"
"TRABGIJ128F92F5EC8","As My Fire Flies","Pat Travers","Pat Travers"
"TRABGLK128F9338730","We Wish You A Merry Christmas","SNOWPATROL","CHRISTMAS DANCE SENSATION"
"TRABGMB12903CF50FE","Böse","Die Fantastischen Vier","Jetzt geht's ab - Jubiläums-Edition"
"TRABGOW128F9334C37","Saturday Night Is The Loneliest Night In The Week","Jeanie Lambe & The Danny Moss Quartet","The Blue Noise Session"
"TRABGQG128F4275A1E","A Mi No Me Importa","Nelson Ned","Mis Momentos"
"TRABGUU128F4227C0A","BYOB (Explicit Album Version)","Yung Joc","Hustlenomics"
"TRABGUV128F9310D99","Le Presbytère n'a rien perdu de son Charme","Philippe Sarde","Le Mystère de la Chambre Jaune (Bande Originale du Film)"
"TRABGWT128F9334E43","Ven Morena","Orquesta Aragón","10 De Colección"
"TRABGYI128F428EDC5","Brighton by the Sea","Jason Miles","To Grover_ With Love"
"TRABGYU128F422B4D3","CHAOS INTRO","State of Chaos","Across the nation"
"TRABGZL128F428A25B","Bloody Pig Pile (Live)","Dropkick Murphys","Live On St. Patrick's Day"
"TRABHBA128F424CF80","Hex Breaker","Taint","Secrets & Lies"
"TRABHCE128F426361B","The Melting Moon (Edit)","VHS Or Beta","The Melting Moon"
"TRABHFK128F92F1271","Hawaiian Chimes","Leonard Kwan","The Legendary Leonard Kwan : The Complete Early Recordings"
"TRABHKR128F424944A","Turn Around","True Believers","In This Place"
"TRABHNS128F93125B5","L'accordéoniste","Les Hurlements D'leo","13 ans de caravaning"
"TRABHTQ128F92DB038","Tumba Tumba","Charanga Forever","La Charanga Soy Yo"
"TRABHVF128F425A0C9","Why don't you eat where you slept last night ?","Zuzu Bollin","Hot Rhythm & Cool Blues"
"TRABHVL128F92EFB0E","Suffocating Under Words Of Sorrow (What Can I Do)","Bullet For My Valentine","The Poison"
"TRABHWW128F424E9D2","Im Moving On","The Hit Factory","The Hit Factory"
"TRABICV128F146AEF8","Deep Night/Softly As In A Morning Sunrise (Medley)","Terry Snyder","Ultra-Lounge_ Vol. 17: Bongoland"
"TRABIEL128F931E1F2","Let Me Show You [I Just Want To Make You Smile]","Marcus Miller","Suddenly"
"TRABIJJ128F426A1C1","Monster For Music","Beatnuts","A Musical Massacre (Explicit)"
"TRABIKX128F930CE4F","Complain","Ayo","Joyful"
"TRABIOI12903CD8B9B","Daydreaming [Jakwob Remix]","Kid Sister","Ultraviolet"
"TRABIOZ12903CF3554","Dansende Foran Speilet","Mons Leidvin Takle","Gyldne Øyeblikk"
"TRABIPA128F1458F79","Ease","Public Image Ltd","Compact Disc"
"TRABIQP128F427D0DD","Everchanging","Rise Against","This Is Noise"
"TRABISL12903D08B0D","Too much informa","Sizzla","Bien Sobre Mal Vol. 3: Black Rain Riddim"
"TRABIUA128F9349CDF","L'insidieuse (Live)","Richard Galliano","Original Album Classics"
"TRABIWU12903CDF3B7","So Hot","Helen Love","Radio Hits"
"TRABIZN128F9317EDF","Youlan_ Lonely Orchid (solo guqin)","David Mingyue Liang","The Flowing Waters"
"TRABIZY128F933C696","Forbidden Fruit","Pursuit Of Happiness","One Sided Story"
"TRABJAG128F9308636","Recorda-Me","Bobby Hutcherson","Jazz for a Summer Night"
"TRABJFO128F933DD61","Lady Of Your Calibre","Gregory Isaacs","Mr. Cool"
"TRABJGY128F93539F9","Italian For Goodbye (skit)","The Pharcyde","Humboldt Beginnings"
"TRABJIA128F14B189F","Anti Geroi","Azis","BalkanBeats Volume 2"
"TRABJIX128C7196953","Stronger Than Me","Amy Winehouse","Take The Box"
"TRABJOT12903CD66AA","Only For The Young","George Lopez","Tall_ Dark & Chicano"
"TRABJQN128F9361E4C","T'as 16 ans demain","Les Hou-Lops","Vendredi m'obsède"
"TRABJRI128F92EDF92","Serene","The Cosmosamatics","Zetrons"
"TRABJRW128F92EEABD","So Jah Seh","Jackie Edwards","Roots And Culture Volume 3"
"TRABJVT128F14AE4B4","Joy In The Journey (The Final Word Album Version)","Michael Card","The Final Word"
"TRABJVU128F9349CD1","Chorinho Pra Ele (Live)","Richard Galliano","Original Album Classics"
"TRABJWA128F9309C09","Warrior's Quest","Ensiferum","Victory Songs"
"TRABJYQ128F92D57B1","Medley Leïla Chico","Leila Chicot","Zouk Sun-Hit Mégamix"
"TRABJZT128F425C8DC","The Hustle","The Pharcyde / Big Boy / Schmooche Cat / Randy Mack","Labcabincalifornia"
"TRABKAS128F42AB822","Rakkauden satu - Histoire d'un Amour -","Erkki Junkkarinen","Ystävän Laulu - 25 Unohtumatonta Laulua"
"TRABKBS128F42823EC","God Bless You (Goddamn it)","A Static Lullaby","Faso Latido"
"TRABKJU128F422A7FE","The Illusionist","Scar Symmetry","Nuclear Blast Showdown 2006"
"TRABKMS128F92EAFAA","La Route Est Belle","Oztara","Ensorsoleil"
"TRABKRG128F930641C","Urgence","Sonia Dersion","Belles De Zouk"
"TRABKUJ128F4292445","Pero Me Acuerdo De Tí","Christina Aguilera","Mi Reflejo"
"TRABKZZ128F426A87F","Trapped In Reality","Headhunter","Parody Of Life"
"TRABLGI128F42B867A","Our Darkest Days","Eighteen Visions","Eighteen Visions"
"TRABLHU128F1473B67","California Dreamin' (LP Version)","Baby Huey & The Baby Sitters","The Baby Huey Story: The Living Legend"
"TRABLIM12903CCED5D","Dumb Woman Blues","Elmore James","Dark And Dreary"
"TRABLJH12903CD14F8","Letting You Back In","Rising Lion","American Dread"
"TRABLLK128F428FFAF","Hear Me Lord (2001 Digital Remaster)","George Harrison","All Things Must Pass"
"TRABLMN128E0792687","Don't Let Go","Weezer","The Green Album"
"TRABLND12903CA653B","U Don't Hear Me Tho' (Street Mix)","Rodney O & Joe Cooley","Greatest Hits"
"TRABLOM128F426BE8A","Lonely Street","Boots Randolph","Boots Randolph's Yakety Sax!"
"TRABLQE128F92E5E75","Undertow","Jackson United","Harmony And Dissidence"
"TRABLRO128F92EDF9C","12 Seasons of Love","The Cosmosamatics","Zetrons"
"TRABLSO128F14A4707","Courtyard","Bobbie Gentry","The Best of Bobbie Gentry: The Capitol Years"
"TRABLTP128F930DC6D","Have You Ever Seen The Rain","Creedence Clearwater Revived","The Best Of (featuring Johnny Guitar Williamson)"
"TRABLTX128F42813FD","Cry Baby","The Johnny Otis Orchestra","Jukebox Hits 1946-1954"
"TRABLVP128F426EE4A","Interlude","B.A.D.","B.A.D. (Be A Devil)"
"TRABLYQ128F429A9F8","Terra","Luar Na Lubre","lo mejor de  Luar na Lubre"
"TRABMBK12903CB8E0A","Mother","Circular","Divergent"
"TRABMDN128F4222B61","A La Memoria Del Muerto","Fruko Y Sus Tesos","Soy Como Soy"
"TRABMDW128F14682DD","Sayin' Dope","The Bucketheads","All In The Mind"
"TRABMFI128F1476F9F","When The World Is Running Down_ You Make The Best Of What's Still Around","The Police","Zenyatta Mondatta"
"TRABMJH128F931DF5D","My Bonnie Lies Over the Ocean","Kinky","The Simple Life: Campfire Songs"
"TRABMKI128F422E0BE","Now You Know","The Real Kids","Senseless: Live At Cantone's_ 1982"
"TRABMKR128F92CC02B","I'm Sitting Here Waiting","Eddie Boyd","Live In Switzerland"
"TRABMRC128F424A707","Korrupted - Remix","Tha Chamba","Don't Sleep"
"TRABMRL12903CD0B4A","Sex Objekt","Jack Orsen & Taktlo$$","Direkt Aus Dem Knast (Du Spast)"
"TRABMXM128F930C6D2","Rain / Ekoln","Olov Johansson_ Catriona Mckay","Foogy"
"TRABMYD128F428BD38","Reason With The Beast","Shriekback","Cormorant"
"TRABMZZ128F4249C60","As Diehard As They Come (Album Version)","Hatebreed","Supremacy"
"TRABNBD128F426FA88","No Unexpected Guests","John Frizzell","Ghost Ship"
"TRABNDD128F933D3C7","Walls And Cannonballs (Album)","Sister Hazel","Release"
"TRABNET128F14560AC","Trouble In The City","J.J. Cale","#8"
"TRABNEV128F92F9F62","Dark Angel","Precious Bryant","The Truth"
"TRABNEX128F92C9DEA","Knocked Up","Kings Of Leon","Sex On Fire"
"TRABNIP12903CB604F","Ven Conmigo/Perdoname (Live)","Selena","La Leyenda"
"TRABNIQ128F4261298","Taste Of Dis (Explicit Version)","Brooke Valentine","Chain Letter"
"TRABNLE128EF34B85D","Prvni vesela","Krystof","Rubikon"
"TRABNNO128F9342FE3","If You'd Only Talk To Me (Bonus Track)","Claire Hamill","Touchpaper"
"TRABNQN128F4271546","Librado Maldonado","Los Originales De San Juan","Perro Malagradecido"
"TRABNRG128F425E087","Crass Commercialism","Black Flag","Everything Went Black"
"TRABONG128EF36206F","Flores Negras","Barbarito Diez","Asi"
"TRABONH128F92D58DA","Rollercoaster Ride","Aaron Watson","Angels & Outlaws"
"TRABOOL128F426E836","Turning Away","Mary Black","Best of 1991-2001 Hidden Harvest"
"TRABOPD128F422E200","Metal from Hell...22nd Century","Satan's Host","Satanic Grimoire"
"TRABOUV128F149E919","The Girl I Find (LP Version)","The Impressions","The Young Mods' Forgotten Story"
"TRABOXX128F92F29EB","Panda Bear","Owl City","Of June"
"TRABPAG128F92E2D80","Drifting From Town To Town","Bobby Bland","The Original Memphis Blues Brothers"
"TRABPAU128F429C1BD","Negativ Song","Headliners","Das Album zum Film"
"TRABPCJ128F930903D","The Lords Prayer","Jane Winther","Prayer"
"TRABPCM128F1473A75","Nubia (LP Version)","The Rascals","See"
"TRABPEY128F429F541","Blake's Worried Blues","Blind Blake","Blind Blake Vol. 1 (1926 - 1927)"
"TRABPGO128F931B50C","You're My World","Emilia","You're My World"
"TRABPHE128F42A1E65","Ojos Gitanos","Cómplices","Grandes Exitos: Complicidad"
"TRABPJN128F145DB70","Mira Nina","Emilio","10 Aniversario"
"TRABPJW128F147295E","Solamente Una Vez","Nana Caymmi","Sangre De Mi Alma"
"TRABPKX128F14938FE","Zolte Slonie","Kasia Stankiewicz","Mimikra"
"TRABPUI12903CF22CE","Sahti Waari","Turisas","Battle Metal"
"TRABPYJ128F92DA476","Nina Nina","Chéco Feliciano And Joe King","Ketukuba"
"TRABQBH128F92FAF40","Only Do for Love","Cache Cache","Only Do for Love"
"TRABQDK128F9308F8E","Arrival","David Hudson","Primal Elegance One"
"TRABQEB128F4274D24","Las Murallas De Jericó","David Summers","Perdido En El Espacio"
"TRABQEW128F93214A8","Megatrend","Rummage","thahandclaspinduction"
"TRABQFJ12903CB6C29","In The Name of the Father","Adr Lavey","Leviathans Creations"
"TRABQGT128F42566D3","I Can't Tame Wild Women","Bill Boyd's Cowboy Ramblers","Saturday Night Rag 1934-36 Volume 1"
"TRABQII12903CDBAFE","A Somber Wind from a Distant Shore (Album)","Canis Dirus","A Somber Wind From A Distant Shore"
"TRABQIR12903CF04AD","Little Timmy","Vickie Winans","Share the Laughter"
"TRABQLO128EF34E48A","Erica","Justin","Justin In Love With HK Philharmonic Concert Live"
"TRABQOW128F429AAF8","Marcando El Ritmo Al Caminar","La Portuaria","Rosas Rojas"
"TRABQRQ128F92F39A6","To Agalma","Antonis Remos","Antonis Remos Live"
"TRABQUK12903CF45B1","Damisela Encantadora","Percy Faith And His Orchestra","The Golden Age of Light Music: Orchestral Gems in Stereo"
"TRABQVM128F92F7544","You Are My Memoir","Stars Like Fleas","The Ken Burns Effect"
"TRABQYT128F92F02C7","Donizetti: Roberto Devereux: L'ore trascorrono...","Gaetano Donizetti","Roberto Devereux"
"TRABQZK128F92F54F4","Pienso En Ti","Shakira","El Amor En Los Tiempos del Colera (Love In The Time Of Cholera)"
"TRABQZL12903CEF994","This Time I'll Be Sweeter","Maysa","Feel The Fire"
"TRABREH12903CE49E8","Bus Station Blues (Live)","Little Freddie King","Gotta Walk With da King"
"TRABRGV128E07999DF","Mr. Prime Minister","Ms. Dynamite","Judgement Days"
"TRABRKV12903CE589C","I Love You And You Love Me","Andy Russell","Andy Russell. Themes Only For Lovers"
"TRABRMJ128E0780E42","A New Hope","Blink-182","Dude Ranch"
"TRABRMZ128F4261DED","Como La Flor (2005 Re-mastering) (Live)","Selena","Unforgettable"
"TRABROW128F9338E5B","Ponto","Kali","Requiem EP"
"TRABRRN12903CF084B","Great Is Thy Faithfulness","Vickie Winans","Live In Detroit (Expanded Edition)"
"TRABRSM12903CAF98F","Party In The Burbs","John Brown","TheBurbsLife"
"TRABSAR128F42324A8","Compulsory Resurrection","Abysmal Dawn","Programmed to Consume"
"TRABSEN128F424AA36","Lobotomy","Chaotica","Turbocharger"
"TRABSJS128F933BD67","The tears I cried","Lara & The Gumbo Lickers","Keep cool"
"TRABSKK128F421A902","Party Til The Cows Come Home","Elvin Bishop","Gettin' My Groove Back"
"TRABSNL128F92E2872","Don't Cry_ Joe","Gordon Jenkins","Hit Club_ The Hits 1949"
"TRABSNU128F14AFD7F","La Excursion","1. Futurologischer Congress","Patchwork"
"TRABSPB12903D1337A","Big Balls And Cow Town","Asleep At The Wheel","House Of Blue Lights"
"TRABSUT128F429C161","Lie Down And Be Counted (2007 Digital Remaster)","Neil Innes","Let's Make Up And Be Friendly"
"TRABSVZ12903CD9E8C","Your Amazing Grace (feat. Raul Midón)","Marcus Miller","A Night In Monte-Carlo (Live)"
"TRABSXW128F4233422","Into A Swan","Siouxsie","Into A Swan"
"TRABSZH128F428D89E","To The Stars","Claire Hamill","October"
"TRABTBA128F9312BD8","The Joes Mobilize","Alan Silvestri","G.I. JOE"
"TRABTNM128F92DCC68","I Got To Quit My Baby","Sunnyland Slim","Chicago Blues Festival 1974 With Jimmy Dawkins"
"TRABTNT128F9315009","So Unhappy","Byther Smith","Hold That Train"
"TRABTSM128F426AF07","San Cristobal","Dusminguet","Postrof"
"TRABTTC12903CC34E8","Kashmiri Love Song","Rudolph Valentino","Movie Stars (CD 2)"
"TRABTUK128F4232E52","Marca de Amor Não Sai","Sylvia Patricia","Purpurina 37"
"TRABTXS128F92E2FDC","Ammonite","Zeromancer","Sinners International"
"TRABTZP128F92D9357","If I Ruled The World","Regina Belle","Lazy Afternoon"
"TRABUAQ128F4258028","The Sweep","Two Man Advantage","Don't Label Us"
"TRABUCZ128F424163A","Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05)","Green Day","Wake Me Up When September Ends"
"TRABUDI128F92D0C8C","I Love You","Ayo","Outta Babylon & I Love You"
"TRABUDK128F14943F3","This Christmas (LP Version)","Donny Hathaway","A Classic Soul Christmas"
"TRABUGO128F424E920","Curvy Cola Bottle Body","Chico","Curvy Cola Bottle Body"
"TRABUHH12903CA9F20","Volcán","KALIMBA","Amar y Querer (Homenaje a Las Grandes Canciones)"
"TRABUIN128F93022FF","Alkohol","SKOLD vs. KMFDM","SKOLD vs. KMFDM"
"TRABUJF128F933ABF7","Heart it Races (Frank Tetaz Remix)","Architecture In Helsinki","Heart It Races Remixes"
"TRABULK12903CC1559","Very Well","Wailing Souls","The Best of the Wailing Souls"
"TRABUML128F4214EBB","Village Attack/ The Arrest","Kitaro","Heaven & Earth"
"TRABUMO12903CBE25F","Lesson Learned","Alice In Chains","Black Gives Way To Blue"
"TRABURP128F145D5DC","(I Heard That) Lonesome Whistle","Bobby Darin","The Capitol Years"
